id,day,answer_id
870,29,1890
871,30,1891
872,30,1892
873,30,1893
874,30,1894
875,30,1896
876,30,1898
877,30,1899
878,30,1901
879,30,1904
880,30,1906
881,30,1910
882,30,1911
883,30,1914
884,30,1916
885,30,1917
886,30,1919
887,30,1921
888,30,1924
889,30,1927
890,30,1932
891,30,1935
892,30,1937
893,30,1940
894,30,1942
895,30,1943
896,30,1944
897,30,1946
898,30,1948
899,30,1951
900,30,1953
901,31,1955
902,31,1956
903,31,1957
904,31,1960
905,31,1963
906,31,1965
907,31,1966
908,31,1968
909,31,1969
910,31,1971
911,31,1972
912,31,1974
913,31,1976
914,31,1977
915,31,1980
916,31,1983
917,31,1986
918,31,1987
919,31,1988
920,31,1992
921,31,1993
922,31,1995
923,31,1997
924,31,2001
925,31,2003
926,31,2004
927,31,2005
928,31,2006
929,31,2008
930,31,2009
931,32,2010
932,32,2013
933,32,2014
934,32,2016
935,32,2018
936,32,2019
937,32,2021
938,32,2023
939,32,2029
940,32,2031
941,32,2034
942,32,2035
943,32,2038
944,32,2039
945,32,2040
946,32,2043
947,32,2046
948,32,2052
949,32,2054
950,32,2056
951,32,2057
952,32,2059
953,32,2060
954,32,2061
955,32,2063
956,32,2065
957,32,2068
958,32,2071
959,32,2075
960,32,2076
961,33,2077
962,33,2079
963,33,2083
964,33,2084
965,33,2086
966,33,2087
967,33,2090
968,33,2093
969,33,2094
970,33,2095
971,33,2097
972,33,2102
973,33,2103
974,33,2105
975,33,2112
976,33,2115
977,33,2117
978,33,2118
979,33,2122
980,33,2124
981,33,2127
982,33,2129
983,33,2131
984,33,2134
985,33,2136
986,33,2137
987,33,2140
988,33,2141
989,33,2143
990,33,2145
991,34,2148
992,34,2150
993,34,2151
994,34,2154
995,34,2157
996,34,2159
997,34,2160
998,34,2162
999,34,2164
1000,34,2166
1001,34,2168
1002,34,2170
1003,34,2174
1004,34,2175
1005,34,2177
1006,34,2179
1007,34,2180
1008,34,2181
1009,34,2183
1010,34,2184
1011,34,2185
1012,34,2187
1013,34,2189
1014,34,2192
1015,34,2198
1016,34,2199
1017,34,2201
1018,34,2203
1019,34,2205
1020,34,2207
1021,35,2208
1022,35,2212
1023,35,2214
1024,35,2216
1025,35,2218
1026,35,2221
1027,35,2222
1028,35,2226
1029,35,2228
1030,35,2236
1031,35,2238
1032,35,2240
1033,35,2241
1034,35,2245
1035,35,2247
1036,35,2251
1037,35,2253
1038,35,2254
1039,35,2255
1040,35,2257
1041,35,2258
1042,35,2260
1043,35,2264
1044,35,2265
1045,35,2268
1046,35,2270
1047,35,2276
1048,35,2278
1049,35,2281
1050,35,2283
1051,36,2285
1052,36,2286
1053,36,2289
1054,36,2290
1055,36,2292
1056,36,2295
1057,36,2297
1058,36,2298
1059,36,2299
1060,36,2303
1061,36,2304
1062,36,2306
1063,36,2309
1064,36,2310
1065,36,2311
1066,36,2313
1067,36,2314
1068,36,2317
1069,36,2318
1070,36,2320
1071,36,2322
1072,36,2326
1073,36,2328
1074,36,2329
1075,36,2330
1076,36,2334
1077,36,2336
1078,36,2338
1079,36,2340
1080,36,2343
1081,37,2348
1082,37,2353
1083,37,2355
1084,37,2357
1085,37,2361
1086,37,2362
1087,37,2367
1088,37,2370
1089,37,2373
1090,37,2376
1091,37,2377
1092,37,2379
1093,37,2382
1094,37,2383
1095,37,2386
1096,37,2389
1097,37,2393
1098,37,2394
1099,37,2395
1100,37,2398
1101,37,2399
1102,37,2402
1103,37,2405
1104,37,2407
1105,37,2409
1106,37,2411
1107,37,2413
1108,37,2415
1109,37,2419
1110,37,2420
1111,38,2421
1112,38,2422
1113,38,2423
1114,38,2425
1115,38,2428
1116,38,2430
1117,38,2432
1118,38,2435
1119,38,2437
1120,38,2442
1121,38,2445
1122,38,2449
1123,38,2451
1124,38,2455
1125,38,2456
1126,38,2458
1127,38,2460
1128,38,2465
1129,38,2466
1130,38,2469
1131,38,2472
1132,38,2473
1133,38,2475
1134,38,2477
1135,38,2481
1136,38,2483
1137,38,2486
1138,38,2488
1139,38,2489
1140,38,2491
1141,39,2493
1142,39,2498
1143,39,2500
1144,39,2501
1145,39,2502
1146,39,2505
1147,39,2507
1148,39,2509
1149,39,2510
1150,39,2513
1151,39,2514
1152,39,2515
1153,39,2518
1154,39,2521
1155,39,2522
1156,39,2524
1157,39,2525
1158,39,2528
1159,39,2529
1160,39,2531
1161,39,2534
1162,39,2536
1163,39,2541
1164,39,2545
1165,39,2548
1166,39,2550
1167,39,2552
1168,39,2556
1169,39,2559
1170,39,2561
1171,40,2565
1172,40,2566
1173,40,2568
1174,40,2570
1175,40,2573
1176,40,2574
1177,40,2577
1178,40,2579
1179,40,2581
1180,40,2583
1181,40,2589
1182,40,2590
1183,40,2592
1184,40,2593
1185,40,2595
1186,40,2597
1187,40,2600
1188,40,2602
1189,40,2606
1190,40,2611
1191,40,2613
1192,40,2614
1193,40,2616
1194,40,2618
1195,40,2621
1196,40,2622
1197,40,2629
1198,40,2631
1199,40,2634
1200,40,2635
1201,41,2638
1202,41,2639
1203,41,2641
1204,41,2644
1205,41,2647
1206,41,2649
1207,41,2653
1208,41,2655
1209,41,2659
1210,41,2661
1211,41,2668
1212,41,2669
1213,41,2670
1214,41,2676
1215,41,2680
1216,41,2684
1217,41,2685
1218,41,2688
1219,41,2689
1220,41,2692
1221,41,2695
1222,41,2697
1223,41,2700
1224,41,2701
1225,41,2703
1226,41,2706
1227,41,2709
1228,41,2713
1229,41,2714
1230,41,2719
1231,42,2721
1232,42,2722
1233,42,2725
1234,42,2727
1235,42,2729
1236,42,2731
1237,42,2734
1238,42,2735
1239,42,2736
1240,42,2739
1241,42,2742
1242,42,2744
1243,42,2751
1244,42,2752
1245,42,2755
1246,42,2756
1247,42,2758
1248,42,2760
1249,42,2762
1250,42,2767
1251,42,2771
1252,42,2773
1253,42,2774
1254,42,2777
1255,42,2779
1256,42,2781
1257,42,2783
1258,42,2788
1259,42,2791
1260,42,2793
1261,43,2795
1262,43,2796
1263,43,2798
1264,43,2800
1265,43,2803
1266,43,2806
1267,43,2808
1268,43,2812
1269,43,2814
1270,43,2815
1271,43,2817
1272,43,2818
1273,43,2819
1274,43,2823
1275,43,2824
1276,43,2828
1277,43,2829
1278,43,2831
1279,43,2832
1280,43,2836
1281,43,2838
1282,43,2841
1283,43,2843
1284,43,2845
1285,43,2848
1286,43,2849
1287,43,2851
1288,43,2855
1289,43,2856
1290,43,2857
1291,44,2859
1292,44,2860
1293,44,2862
1294,44,2863
1295,44,2866
1296,44,2868
1297,44,2871
1298,44,2873
1299,44,2876
1300,44,2877
1301,44,2878
1302,44,2881
1303,44,2884
1304,44,2887
1305,44,2890
1306,44,2893
1307,44,2895
1308,44,2898
1309,44,2899
1310,44,2902
1311,44,2907
1312,44,2909
1313,44,2912
1314,44,2914
1315,44,2916
1316,44,2917
1317,44,2919
1318,44,2922
1319,44,2927
1320,44,2929
1321,45,2933
1322,45,2937
1323,45,2938
1324,45,2940
1325,45,2941
1326,45,2944
1327,45,2946
1328,45,2948
1329,45,2950
1330,45,2951
1331,45,2954
1332,45,2956
1333,45,2957
1334,45,2958
1335,45,2961
1336,45,2963
1337,45,2964
1338,45,2966
1339,45,2967
1340,45,2970
1341,45,2973
1342,45,2974
1343,45,2975
1344,45,2978
1345,45,2979
1346,45,2983
1347,45,2984
1348,45,2986
1349,45,2987
1350,45,2990
1351,46,2992
1352,46,2993
1353,46,2994
1354,46,2995
1355,46,2998
1356,46,2999
1357,46,3000
1358,46,3001
1359,46,3003
1360,46,3006
1361,46,3008
1362,46,3010
1363,46,3011
1364,46,3012
1365,46,3014
1366,46,3016
1367,46,3018
1368,46,3020
1369,46,3022
1370,46,3024
1371,46,3025
1372,46,3027
1373,46,3029
1374,46,3032
1375,46,3036
1376,46,3038
1377,46,3039
1378,46,3040
1379,46,3042
1380,46,3043
1381,47,3045
1382,47,3046
1383,47,3048
1384,47,3050
1385,47,3051
1386,47,3052
1387,47,3054
1388,47,3055
1389,47,3056
1390,47,3058
1391,47,3060
1392,47,3062
1393,47,3063
1394,47,3067
1395,47,3069
1396,47,3073
1397,47,3074
1398,47,3075
1399,47,3077
1400,47,3078
1401,47,3080
1402,47,3081
1403,47,3083
1404,47,3084
1405,47,3085
1406,47,3086
1407,47,3088
1408,47,3090
1409,47,3091
1410,47,3093
1411,48,3094
1412,48,3095
1413,48,3097
1414,48,3098
1415,48,3100
1416,48,3103
1417,48,3107
1418,48,3108
1419,48,3110
1420,48,3111
1421,48,3112
1422,48,3114
1423,48,3116
1424,48,3117
1425,48,3118
1426,48,3119
1427,48,3120
1428,48,3123
1429,48,3127
1430,48,3128
1431,48,3130
1432,48,3131
1433,48,3133
1434,48,3134
1435,48,3136
1436,48,3138
1437,48,3139
1438,48,3142
1439,48,3144
1440,48,3148
1441,49,3150
1442,49,3153
1443,49,3156
1444,49,3157
1445,49,3159
1446,49,3161
1447,49,3162
1448,49,3167
1449,49,3169
1450,49,3170
1451,49,3173
1452,49,3175
1453,49,3176
1454,49,3179
1455,49,3182
1456,49,3183
1457,49,3185
1458,49,3187
1459,49,3188
1460,49,3190
1461,49,3195
1462,49,3196
1463,49,3197
1464,49,3199
1465,49,3202
1466,49,3204
1467,49,3205
1468,49,3207
1469,49,3208
1470,49,3212
1471,50,3213
1472,50,3217
1473,50,3218
1474,50,3221
1475,50,3225
1476,50,3227
1477,50,3230
1478,50,3233
1479,50,3236
1480,50,3239
1481,50,3241
1482,50,3244
1483,50,3246
1484,50,3248
1485,50,3250
1486,50,3251
1487,50,3254
1488,50,3257
1489,50,3259
1490,50,3263
1491,50,3265
1492,50,3267
1493,50,3268
1494,50,3271
1495,50,3273
1496,50,3274
1497,50,3276
1498,50,3277
1499,50,3280
1500,50,3281
1501,51,3282
1502,51,3286
1503,51,3287
1504,51,3289
1505,51,3291
1506,51,3293
1507,51,3296
1508,51,3299
1509,51,3300
1510,51,3302
1511,51,3305
1512,51,3310
1513,51,3311
1514,51,3314
1515,51,3316
1516,51,3320
1517,51,3324
1518,51,3326
1519,51,3327
1520,51,3329
1521,51,3332
1522,51,3333
1523,51,3335
1524,51,3338
1525,51,3339
1526,51,3342
1527,51,3345
1528,51,3346
1529,51,3350
1530,51,3352
1531,52,3353
1532,52,3355
1533,52,3359
1534,52,3362
1535,52,3364
1536,52,3367
1537,52,3369
1538,52,3374
1539,52,3376
1540,52,3377
1541,52,3379
1542,52,3382
1543,52,3388
1544,52,3390
1545,52,3395
1546,52,3396
1547,52,3397
1548,52,3400
1549,52,3401
1550,52,3402
1551,52,3405
1552,52,3406
1553,52,3409
1554,52,3410
1555,52,3411
1556,52,3413
1557,52,3415
1558,52,3418
1559,52,3420
1560,52,3421
1561,53,3425
1562,53,3427
1563,53,3428
1564,53,3429
1565,53,3431
1566,53,3432
1567,53,3435
1568,53,3436
1569,53,3439
1570,53,3441
1571,53,3442
1572,53,3445
1573,53,3447
1574,53,3448
1575,53,3452
1576,53,3454
1577,53,3457
1578,53,3459
1579,53,3462
1580,53,3463
1581,53,3464
1582,53,3467
1583,53,3468
1584,53,3469
1585,53,3470
1586,53,3473
1587,53,3474
1588,53,3475
1589,53,3479
1590,53,3481
1591,54,3484
1592,54,3487
1593,54,3489
1594,54,3492
1595,54,3493
1596,54,3495
1597,54,3497
1598,54,3500
1599,54,3501
1600,54,3505
1601,54,3507
1602,54,3508
1603,54,3511
1604,54,3512
1605,54,3513
1606,54,3514
1607,54,3516
1608,54,3521
1609,54,3522
1610,54,3524
1611,54,3526
1612,54,3528
1613,54,3530
1614,54,3534
1615,54,3535
1616,54,3538
1617,54,3540
1618,54,3541
1619,54,3543
1620,54,3544
1621,55,3545
1622,55,3548
1623,55,3549
1624,55,3551
1625,55,3552
1626,55,3554
1627,55,3556
1628,55,3557
1629,55,3558
1630,55,3561
1631,55,3562
1632,55,3564
1633,55,3566
1634,55,3568
1635,55,3569
1636,55,3570
1637,55,3571
1638,55,3576
1639,55,3577
1640,55,3578
1641,55,3579
1642,55,3583
1643,55,3584
1644,55,3585
1645,55,3588
1646,55,3590
1647,55,3593
1648,55,3595
1649,55,3597
1650,55,3599
1651,56,3602
1652,56,3605
1653,56,3607
1654,56,3608
1655,56,3609
1656,56,3611
1657,56,3612
1658,56,3613
1659,56,3615
1660,56,3618
1661,56,3621
1662,56,3624
1663,56,3626
1664,56,3627
1665,56,3630
1666,56,3631
1667,56,3633
1668,56,3634
1669,56,3636
1670,56,3639
1671,56,3640
1672,56,3642
1673,56,3643
1674,56,3646
1675,56,3650
1676,56,3651
1677,56,3652
1678,56,3654
1679,56,3656
1680,56,3658
1681,57,3660
1682,57,3663
1683,57,3664
1684,57,3666
1685,57,3668
1686,57,3670
1687,57,3671
1688,57,3676
1689,57,3678
1690,57,3681
1691,57,3682
1692,57,3685
1693,57,3686
1694,57,3687
1695,57,3691
1696,57,3692
1697,57,3695
1698,57,3698
1699,57,3704
1700,57,3705
1701,57,3706
1702,57,3709
1703,57,3710
1704,57,3711
1705,57,3718
1706,57,3720
1707,57,3725
1708,57,3726
1709,57,3728
1710,57,3730
1711,58,3734
1712,58,3736
1713,58,3738
1714,58,3739
1715,58,3742
1716,58,3744
1717,58,3745
1718,58,3746
1719,58,3749
1720,58,3752
1721,58,3755
1722,58,3758
1723,58,3761
1724,58,3763
1725,58,3765
1726,58,3767
1727,58,3770
1728,58,3771
1729,58,3772
1730,58,3775
1731,58,3777
1732,58,3780
1733,58,3782
1734,58,3785
1735,58,3789
1736,58,3790
1737,58,3791
1738,58,3792
1739,58,3795
1740,58,3797
1741,59,3799
1742,59,3801
1743,59,3803
1744,59,3804
1745,59,3807
1746,59,3809
1747,59,3811
1748,59,3812
1749,59,3816
1750,59,3817
1751,59,3820
1752,59,3825
1753,59,3826
1754,59,3830
1755,59,3831
1756,59,3834
1757,59,3835
1758,59,3838
1759,59,3841
1760,59,3843
1761,59,3845
1762,59,3846
1763,59,3847
1764,59,3848
1765,59,3851
1766,59,3852
1767,59,3853
1768,59,3855
1769,59,3856
1770,59,3860
1771,60,3863
1772,60,3864
1773,60,3866
1774,60,3870
1775,60,3873
1776,60,3874
1777,60,3876
1778,60,3877
1779,60,3879
1780,60,3881
1781,60,3883
1782,60,3885
1783,60,3886
1784,60,3887
1785,60,3890
1786,60,3891
1787,60,3892
1788,60,3897
1789,60,3899
1790,60,3901
1791,60,3902
1792,60,3904
1793,60,3905
1794,60,3906
1795,60,3908
1796,60,3910
1797,60,3911
1798,60,3912
1799,60,3916
1800,60,3918
